,ai_positionx,ai_positiony,ai_positionz,combatheadshot,combatlegshot,combattakedown,combattargettype,combattypeofkill,combatweaponused,enemyarch,isltl,killdist,playermovetype,playerpositionx,playerpositiony,playerpositionz,playervehicletype,takedownstate
881,452.52673,-1479.5918,110.18189,0,0,0.0,3,0,1068245,0x6BF561D1,1,11.280249,3,444.423,-1487.0387,107.41242,Not in Vehicle,0.0
7595,681.69446,-667.8537,113.520256,0,0,0.0,3,0,1075121,0x6BF561D1,1,15.179763,2,691.40894,-656.8636,109.61481,Not in Vehicle,0.0
5727,-283.00766,194.93144,125.647896,1,0,0.0,3,0,628841,0xFC6A70F8,1,8.550298,1,-288.45303,200.0573,121.502884,Not in Vehicle,0.0
1232,-1537.0502,-243.53786,161.58994,0,0,0.0,3,0,525023,0x6BF561D1,1,0.0,2,-1531.5042,-252.2112,160.18292,Not in Vehicle,0.0
1158,595.83496,-1298.3607,113.80407,0,0,0.0,3,0,628824,0x6BF561D1,1,22.117985,10,594.421,-1283.0752,110.355705,Brawler_Civ_SUV_01,0.0
711,-270.95154,433.0748,124.51242,0,0,0.0,3,0,1047189,0x6BF561D1,1,5.094682,1,-267.9921,434.5014,122.05569,Not in Vehicle,0.0
7659,-1524.8147,201.81512,8.023192,0,0,0.0,3,0,1046727,0x8B6C0CD4,1,28.775625,3,-1523.4038,172.85707,6.249846,Not in Vehicle,0.0
6180,640.3515,-486.3013,112.127106,0,0,0.0,3,0,628841,0x6BF561D1,1,8.52991,3,635.7382,-491.89752,108.61394,Not in Vehicle,0.0
5404,-1532.8875,-190.58006,153.3729,0,0,0.0,3,0,628824,0xB2B12B51,1,26.437702,1,-1523.5371,-165.9252,151.4595,Not in Vehicle,0.0
5698,-1518.835,-585.8134,17.342054,0,0,0.0,3,0,516713,0x6BF561D1,1,0.0,16,-1484.72,-586.64624,14.119783,Not in Vehicle,0.0
1773,705.5048,-1049.3983,115.89423,0,0,0.0,3,0,1075104,0x6BF561D1,1,13.186047,3,696.1018,-1041.8262,112.122505,Not in Vehicle,0.0
4877,637.7114,-490.22,112.028015,0,0,0.0,3,0,628841,0xB2B12B51,1,6.645211,1,632.335,-491.31534,108.279236,Not in Vehicle,0.0
8409,-693.0208,694.05023,102.94171,0,0,0.0,3,0,628841,0x6BF561D1,1,6.935838,1,-693.1772,687.83435,99.86855,Not in Vehicle,0.0
4128,-355.74088,1443.1399,114.629906,0,0,0.0,3,0,628842,0xA46327C1,1,34.583126,2,-326.4821,1427.7334,104.502716,Not in Vehicle,0.0
8974,850.81024,-537.2836,115.24264,1,0,0.0,3,0,628841,0xFC6A70F8,1,11.128166,2,844.54395,-530.64746,108.97137,Not in Vehicle,0.0
5494,647.437,-498.06076,110.999016,1,0,0.0,3,0,628841,0x6BF561D1,1,11.131748,5,638.22314,-493.60394,108.170135,Not in Vehicle,0.0
8066,-1137.6637,518.0965,128.48633,0,0,0.0,3,0,1075068,0x6BF561D1,1,30.01301,3,-1109.9229,530.1586,121.93146,Not in Vehicle,0.0
586,-249.35329,87.71778,112.860725,0,0,0.0,3,0,525027,0xFF798A5A,1,37.368607,1,-225.87413,101.8266,129.60027,Not in Vehicle,0.0
9443,-2152.8286,-154.3416,112.91733,0,0,0.0,3,0,1071250,0x6BF561D1,1,16.684603,1,-2163.4016,-141.70517,110.33197,Not in Vehicle,0.0
5536,631.62646,-489.5387,111.52248,0,0,0.0,3,0,628841,0x6BF561D1,1,8.599925,1,635.6313,-482.18423,109.564926,Not in Vehicle,0.0
1337,-366.33212,-962.7593,112.68724,1,0,0.0,5,0,1071248,0xC267B78A,1,7.41859,1,-373.14703,-962.8759,109.75827,Not in Vehicle,0.0
9102,79.25731,-204.75056,104.894264,1,0,0.0,3,0,1068245,0x6BF561D1,1,6.752741,1,73.480774,-203.87535,101.50807,Not in Vehicle,0.0
959,-593.59503,-359.3084,114.60008,0,0,0.0,3,0,1068245,0x6BF561D1,1,10.718944,3,-592.73846,-368.7461,111.170685,Not in Vehicle,0.0
200,-303.3252,433.53937,121.974144,0,0,0.0,3,0,1068245,0x6BF561D1,1,7.997362,1,-307.20715,439.85364,118.97112,Not in Vehicle,0.0
5341,680.51935,-1751.7693,113.40022,0,0,0.0,4,0,628841,0xAAD6A3AD,1,3.987267,1,684.03546,-1753.1155,114.71286,Not in Vehicle,0.0
7469,944.32214,-1130.7852,112.620346,0,0,0.0,3,0,1046713,0x6BF561D1,1,8.490178,1,936.31195,-1132.1287,110.14751,Not in Vehicle,0.0
2865,-645.2383,-569.43054,98.11951,1,0,0.0,5,0,1149869,0x5E307390,1,20.394342,16,-636.2128,-551.1688,99.109474,Not in Vehicle,0.0
4978,-1106.1798,790.6357,67.766426,0,0,0.0,5,0,659643,0x4A6FEA01,1,0.0,1,-1106.162,790.983,67.79516,Not in Vehicle,0.0
2886,475.23505,-391.57684,128.32816,1,0,0.0,3,0,628841,0x6BF561D1,1,14.15673,1,485.1933,-392.20557,118.2857,Not in Vehicle,0.0
567,602.3646,394.83228,116.494225,1,0,0.0,5,0,1068245,0xC267B78A,1,5.389438,1,606.22626,391.7977,114.27495,Not in Vehicle,0.0
6711,-1106.7565,54.224113,110.92615,0,0,0.0,3,0,628842,0x8B6C0CD4,1,19.673918,1,-1126.2908,60.343307,107.151306,Not in Vehicle,0.0
3424,-222.3106,972.379,120.36165,0,0,0.0,3,0,1087636,0xF487EE76,1,7.723711,2,-227.8201,976.6346,117.03204,Not in Vehicle,0.0
2042,-1488.6787,-596.03784,20.898104,0,0,0.0,3,0,1066493,0x6BF561D1,1,20.767136,16,-1503.4515,-580.1026,18.141155,Not in Vehicle,0.0
2710,598.1708,380.2281,111.93886,0,0,0.0,3,0,1075121,0x6BF561D1,1,18.388454,2,614.1505,386.79453,105.64064,Not in Vehicle,0.0
5558,640.0276,-492.76993,112.21003,0,0,0.0,3,0,628841,0x6BF561D1,1,6.444026,4,635.9689,-489.14536,109.565094,Not in Vehicle,0.0
4633,628.529,-485.93018,111.64587,0,0,0.0,3,0,628841,0xB2B12B51,1,4.697064,1,631.691,-487.8641,108.76121,Not in Vehicle,0.0
2582,-1542.0226,-190.58311,158.22221,0,0,0.0,3,0,1075121,0x6BF561D1,1,6.45862,1,-1536.1885,-192.89372,156.69423,Not in Vehicle,0.0
4598,633.6799,-482.4863,111.15351,1,0,0.0,3,0,628841,0x6BF561D1,1,11.046632,3,630.7982,-492.7314,108.17219,Not in Vehicle,0.0
344,-279.4786,164.40498,123.26931,0,0,0.0,3,0,1075068,0x6BF561D1,1,21.59964,1,-299.31735,172.72705,121.34269,Not in Vehicle,0.0
7251,-1546.2421,306.70258,15.242453,1,0,0.0,3,0,628842,0x8B6C0CD4,1,21.743143,3,-1528.8463,294.37427,10.122805,Not in Vehicle,0.0
9666,-1892.7452,-1711.1533,108.63926,1,0,0.0,4,0,1075121,0xAAD6A3AD,1,16.374744,1,-1897.5442,-1726.4087,105.120255,Not in Vehicle,0.0
9137,114.687614,900.57245,99.889015,0,0,0.0,3,0,1068245,0x6BF561D1,1,5.267612,11,115.30017,894.2826,96.60302,Agile_Civ_Boat_Patrol,0.0
572,504.86957,342.88522,105.64931,0,0,0.0,3,0,1075121,0x6BF561D1,1,3.810602,3,504.53775,339.05676,105.18122,Not in Vehicle,0.0
7498,-1006.78815,75.029495,102.1608,1,0,0.0,3,0,1075114,0x8B6C0CD4,1,13.144157,4,-1014.2294,64.878654,99.94714,Not in Vehicle,0.0
7754,632.21027,-485.5993,110.92157,0,0,0.0,3,0,628841,0xB2B12B51,1,6.266579,1,636.09534,-490.15085,109.06155,Not in Vehicle,0.0
9886,658.8101,-495.9983,110.36284,0,0,0.0,3,0,628841,0xB2B12B51,1,4.929437,3,656.796,-500.55124,107.998764,Not in Vehicle,0.0
6694,-1467.4559,239.10548,15.178474,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,22.525866,4,-1469.0531,215.70544,10.120041,Not in Vehicle,0.0
6083,-1128.0455,546.6877,108.87292,0,0,0.0,3,0,628841,0x6BF561D1,1,12.293492,4,-1118.6311,538.4365,107.00864,Not in Vehicle,0.0
9538,647.1392,-455.02686,111.12434,0,0,0.0,3,0,1075121,0x6BF561D1,1,19.852585,3,654.2208,-473.76837,108.15508,Not in Vehicle,0.0
6680,-1524.1489,193.32059,7.707992,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,21.052399,3,-1524.2703,171.3737,6.249597,Not in Vehicle,0.0
3955,-512.58984,47.57388,95.81129,0,0,0.0,3,0,628841,0xB2B12B51,1,6.639965,3,-517.5467,44.320793,93.004616,Not in Vehicle,0.0
373,-290.9943,169.59717,120.35707,0,0,0.0,3,0,516713,0x6BF561D1,1,24.095745,2,-256.20007,165.50945,134.56372,Not in Vehicle,0.0
8043,647.54047,-492.57465,111.38161,1,0,0.0,3,0,628841,0x6BF561D1,1,6.605955,4,645.0812,-485.72156,108.17011,Not in Vehicle,0.0
7419,644.2196,-481.06296,112.238556,1,0,0.0,3,0,628841,0x6BF561D1,1,8.117186,3,637.0884,-481.37634,109.35985,Not in Vehicle,0.0
6329,-1076.9052,554.18256,110.53203,0,0,0.0,3,0,1071250,0x6BF561D1,1,8.890907,1,-1084.8142,556.2069,107.002716,Not in Vehicle,0.0
7273,-1537.8745,-244.64453,159.05437,1,0,0.0,3,0,628824,0xB2B12B51,1,6.922318,1,-1534.3013,-239.20576,156.69423,Not in Vehicle,0.0
9448,-2165.9275,-41.753357,118.37631,0,0,0.0,3,0,1071250,0x6BF561D1,1,5.475151,1,-2168.391,-39.524063,114.00183,Not in Vehicle,0.0
4166,-1952.9348,-607.65894,106.324356,0,0,0.0,3,0,1066492,0x6BF561D1,1,5.903008,2,-1956.3943,-603.80286,103.494354,Not in Vehicle,0.0
929,-1311.0989,-1145.9099,111.677895,0,0,0.0,3,0,628841,0x6BF561D1,1,5.131395,10,-1308.0382,-1144.9156,107.54338,Raid_BRAWLER_MIL_Arm_Patrol,0.0
4844,628.5587,-489.1802,111.751465,0,0,0.0,3,0,628841,0x6BF561D1,1,6.214274,3,633.89685,-486.81305,109.56276,Not in Vehicle,0.0
9558,-1043.9862,-1470.8982,109.730736,0,0,0.0,3,0,525023,0xFC203B28,1,0.0,1,-1054.003,-1465.9719,122.272125,Not in Vehicle,0.0
1788,70.69045,-149.522,102.72536,1,0,0.0,3,0,1075121,0x6BF561D1,1,6.797087,1,66.78593,-153.7789,99.142914,Not in Vehicle,0.0
966,-639.4809,-556.05725,98.43667,0,0,0.0,3,0,628824,0xA46327C1,1,5.580675,4,-641.0376,-553.5479,96.07004,Not in Vehicle,0.0
6823,640.7076,-477.42093,111.86211,0,0,0.0,3,0,628841,0x6BF561D1,1,7.250643,3,635.05884,-479.889,108.75917,Not in Vehicle,0.0
7784,641.8769,-481.60477,112.055405,1,0,0.0,3,0,628841,0x6BF561D1,1,8.245614,1,634.5448,-481.3456,109.009,Not in Vehicle,0.0
1445,-1299.2465,-958.2429,137.03557,1,0,0.0,3,0,1087636,0xFC6A70F8,1,11.822903,2,-1304.9072,-968.47266,135.24986,Not in Vehicle,0.0
9186,81.82125,-206.14603,101.40798,1,0,0.0,3,0,1046713,0xB2B12B51,1,9.284502,1,72.83937,-205.51897,98.99564,Not in Vehicle,0.0
2702,665.68915,-1417.8578,113.2207,1,0,0.0,3,0,1075121,0x6BF561D1,1,5.246085,5,669.773,-1419.7184,111.248474,Not in Vehicle,0.0
6311,841.4703,-545.04486,112.46431,1,0,0.0,3,0,1047189,0xFC6A70F8,1,8.215706,3,846.5186,-539.7062,109.10433,Not in Vehicle,0.0
9559,-1872.7533,-1707.4006,105.245804,0,0,0.0,3,0,525023,0xFC203B28,1,0.0,1,-1856.6678,-1717.9828,116.97044,Not in Vehicle,0.0
9255,635.45197,-493.8267,111.45069,0,0,0.0,3,0,628841,0x6BF561D1,1,5.181568,4,634.9735,-489.88245,109.11339,Not in Vehicle,0.0
1381,665.3,-470.36902,110.784386,0,0,0.0,3,0,1075121,0x6BF561D1,1,11.918388,3,661.2184,-481.2666,107.99435,Not in Vehicle,0.0
3232,850.1345,-536.3374,111.74644,0,0,0.0,3,0,1068245,0xFC6A70F8,1,20.809328,2,833.456,-524.34937,108.409966,Not in Vehicle,0.0
2154,-1079.3319,536.1086,125.070915,0,0,0.0,3,0,1071245,0x6BF561D1,1,28.542233,5,-1112.074,538.6569,121.81503,Not in Vehicle,0.0
517,-994.50085,699.06976,102.73975,1,0,0.0,3,0,1075121,0x6BF561D1,1,6.020401,4,-996.29565,701.5566,100.03216,Not in Vehicle,0.0
7551,-1504.5305,-829.8279,111.41447,0,0,0.0,5,0,1071245,0x23762F33,1,9.797333,2,-1500.7773,-837.3551,106.39029,Not in Vehicle,0.0
7900,630.8964,-481.24664,110.045616,0,0,0.0,3,0,628841,0x6BF561D1,1,2.107094,3,631.41907,-481.37946,108.55186,Not in Vehicle,0.0
229,-251.79553,409.56732,128.56294,1,0,0.0,3,0,1075075,0x6BF561D1,1,23.6561,2,-264.49725,429.21216,125.0467,Not in Vehicle,0.0
2175,-1489.8353,-593.4016,58.881317,1,0,0.0,3,0,1066492,0x6BF561D1,1,8.867464,0,-1487.6077,-584.84796,55.807514,Not in Vehicle,0.0
360,-305.40952,174.56778,130.78899,0,0,0.0,3,0,1149869,0x6BF561D1,1,25.109869,1,-279.81378,166.07805,121.54569,Not in Vehicle,0.0
2372,611.6844,1000.04913,59.73605,0,0,0.0,3,0,1149869,0x4A22FC60,1,16.435677,16,622.6585,982.9242,52.03079,Not in Vehicle,0.0
801,430.51508,28.91659,106.740166,0,0,0.0,3,0,628841,0x6BF561D1,1,14.926944,3,431.62415,43.010735,101.84995,Not in Vehicle,0.0
6037,643.2435,-490.73145,112.18753,1,0,0.0,3,0,628841,0xB2B12B51,1,6.751509,1,637.1751,-489.3426,109.56674,Not in Vehicle,0.0
2077,735.4642,-298.6503,126.9752,1,0,0.0,3,0,1071245,0x6BF561D1,1,4.293658,1,738.81696,-297.41388,124.574425,Not in Vehicle,0.0
4639,637.0598,-478.0718,110.48194,0,0,0.0,3,0,628841,0x6BF561D1,1,9.438115,3,631.64703,-484.50375,108.76146,Not in Vehicle,0.0
7102,-1541.6558,296.21756,12.377888,1,0,0.0,3,0,628842,0x8B6C0CD4,1,13.50554,1,-1528.8688,293.8579,10.122805,Not in Vehicle,0.0
1466,667.20825,1425.1251,100.45675,0,0,0.0,3,0,1075121,0x6BF561D1,1,4.695424,1,665.62506,1428.6716,97.8178,Not in Vehicle,0.0
4408,642.24255,-488.82513,110.88273,1,0,0.0,3,0,628841,0x6BF561D1,1,10.222603,1,638.3627,-479.63803,108.76038,Not in Vehicle,0.0
2642,128.8237,-1226.9768,114.462296,0,0,0.0,3,0,1068245,0xB2B12B51,1,27.522228,3,152.69215,-1211.7235,109.90173,Not in Vehicle,0.0
5612,641.08435,-474.34833,110.598595,0,0,0.0,3,0,628841,0xB2B12B51,1,7.650794,1,634.6936,-477.78366,108.17136,Not in Vehicle,0.0
7400,629.6804,-486.6971,109.53437,0,0,0.0,3,0,628841,0x6BF561D1,1,9.597037,1,634.6259,-478.56277,108.317894,Not in Vehicle,0.0
1792,54.319637,-159.2654,98.554,1,0,0.0,3,0,1075121,0x6BF561D1,1,7.215777,1,58.94684,-164.63968,97.147224,Not in Vehicle,0.0
5145,-1378.0668,295.42865,13.62391,0,0,0.0,3,0,1075104,0x8B6C0CD4,1,4.159221,1,-1381.5354,297.17795,12.138077,Not in Vehicle,0.0
1362,641.90155,-502.05792,110.618744,1,0,0.0,3,0,1046713,0xF487EE76,1,5.192547,3,644.55457,-497.5332,108.14515,Not in Vehicle,0.0
1254,100.36323,-97.21184,101.06664,0,0,0.0,3,0,1075104,0xB2B12B51,1,4.858061,1,100.43971,-92.81762,98.99644,Not in Vehicle,0.0
6538,-1392.398,128.52867,9.379265,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,18.194042,1,-1383.3158,144.00034,6.351498,Not in Vehicle,0.0
5703,829.1922,-949.5104,255.19878,1,0,0.0,3,0,628841,0x4A22FC60,1,10.384211,4,837.78455,-948.5394,252.05562,Not in Vehicle,0.0
8214,-1037.2043,129.17908,20.695269,1,0,0.0,3,0,1075142,0x9657CFFB,1,5.404957,3,-1041.4441,126.692604,18.12004,Not in Vehicle,0.0
6,853.0079,-537.72546,111.33533,1,0,0.0,3,0,1066495,0xFC6A70F8,1,23.813757,2,833.7994,-523.9571,108.41747,Not in Vehicle,0.0
1850,-1079.6571,538.1012,120.92042,1,0,0.0,3,0,1068245,0x6BF561D1,1,8.376765,1,-1083.2141,531.6174,116.98704,Not in Vehicle,0.0
2857,588.7376,1018.6763,57.863228,0,0,0.0,3,0,1075068,0xE1313617,1,6.084359,3,593.512,1014.45966,55.995037,Not in Vehicle,0.0
5676,-1108.8049,543.69684,124.71726,1,0,0.0,3,0,628841,0x6BF561D1,1,6.218797,1,-1113.2172,547.02515,121.866104,Not in Vehicle,0.0
7461,-1491.6421,-452.7874,39.899883,0,0,0.0,5,0,659643,0x4A6FEA01,1,0.0,1,-1491.8007,-452.82117,40.218456,Not in Vehicle,0.0
9650,-1506.127,-624.7102,20.238861,1,0,0.0,3,0,1075121,0xF487EE76,1,21.842533,1,-1502.4236,-604.0611,14.156462,Not in Vehicle,0.0
6957,-1530.8003,278.57785,14.119158,0,0,0.0,3,0,1087636,0x8B6C0CD4,1,16.739359,1,-1521.7964,292.5498,12.138071,Not in Vehicle,0.0
7198,-1365.9358,177.44412,9.137634,1,0,0.0,3,0,628842,0x8B6C0CD4,1,26.562479,1,-1376.4209,152.02316,6.245923,Not in Vehicle,0.0
280,-1317.366,519.536,114.49377,0,0,0.0,4,0,1087636,0xE2A413BC,1,3.544106,1,-1316.3423,518.2551,111.351776,Not in Vehicle,0.0
7779,637.54114,-479.87674,111.25495,1,0,0.0,3,0,628841,0xB2B12B51,1,7.501894,1,640.54315,-486.53992,109.56132,Not in Vehicle,0.0
2779,436.89487,-1394.7303,117.45262,0,0,0.0,4,0,628841,0xDFFE7978,1,6.468405,1,439.33264,-1399.5967,113.957436,Not in Vehicle,0.0
9323,626.43756,-492.2608,111.75624,0,0,0.0,3,0,628841,0x6BF561D1,1,11.614856,3,632.0817,-482.6756,108.75041,Not in Vehicle,0.0
5230,-1523.2832,-205.66954,160.25594,1,0,0.0,3,0,1075142,0x6BF561D1,1,7.422073,3,-1521.1678,-199.297,156.714,Not in Vehicle,0.0
4565,633.8805,-489.95874,111.494026,1,0,0.0,3,0,628841,0x6BF561D1,1,10.576122,1,630.70074,-480.43588,108.16856,Not in Vehicle,0.0
1129,-1545.3151,-243.38123,160.0655,0,0,0.0,3,0,628824,0xA4CB6A37,1,6.85786,2,-1551.1938,-242.33084,156.69403,Not in Vehicle,0.0
4356,643.51434,-486.25552,111.75424,1,0,0.0,3,0,628841,0x6BF561D1,1,4.381505,1,640.6571,-488.33533,109.16235,Not in Vehicle,0.0
2823,-329.5807,1398.3108,103.36001,0,0,0.0,3,0,1068245,0x6BF561D1,1,9.840504,3,-330.99124,1386.674,101.21978,Not in Vehicle,0.0
8637,-1242.5331,270.1113,19.303328,0,0,0.0,3,0,1046713,0x2F7B991A,1,16.406675,2,-1241.8044,286.05585,15.494269,Not in Vehicle,0.0
1702,707.6226,1429.0583,100.48793,0,0,0.0,3,0,1075121,0x6BF561D1,1,4.269784,16,708.19763,1425.9692,97.597206,Not in Vehicle,0.0
8034,648.98083,-489.96893,111.3591,1,0,0.0,3,0,628841,0x6BF561D1,1,8.285307,1,641.16833,-489.02725,108.76595,Not in Vehicle,0.0
1387,672.00885,-457.17584,111.32562,1,0,0.0,3,0,1075121,0x2C307430,1,8.100823,3,666.8397,-461.62186,108.01307,Not in Vehicle,0.0
4276,663.8234,-505.40717,109.86053,0,0,0.0,3,0,628841,0x6BF561D1,1,8.630292,3,662.4445,-497.37216,108.17703,Not in Vehicle,0.0
8292,-690.48926,711.50085,89.854836,0,0,0.0,3,0,628841,0x6BF561D1,1,11.711688,1,-686.5279,719.3984,82.16722,Not in Vehicle,0.0
8744,498.49872,345.21625,108.03377,0,0,0.0,3,0,628824,0x6BF561D1,1,29.698418,3,475.7299,328.32974,105.00646,Not in Vehicle,0.0
4067,-302.3808,186.30737,131.48946,0,0,0.0,3,0,1149869,0x6BF561D1,1,20.878092,1,-304.62286,174.3794,130.77261,Not in Vehicle,0.0
486,-296.31573,434.1551,121.24627,1,0,0.0,3,0,1046713,0x6BF561D1,1,9.561481,2,-305.0306,437.3321,118.94591,Not in Vehicle,0.0
5093,-1248.5629,284.60648,18.975878,0,0,0.0,3,0,1075142,0x9657CFFB,1,3.008736,3,-1250.2064,285.2308,16.495987,Not in Vehicle,0.0
8761,-313.45587,435.39484,121.4048,0,0,0.0,3,0,628824,0x6BF561D1,1,8.89265,2,-305.0584,437.01974,118.971375,Not in Vehicle,0.0
9380,634.983,-491.5106,112.06825,0,0,0.0,3,0,628841,0xB2B12B51,1,7.323514,4,639.24414,-488.35406,109.56205,Not in Vehicle,0.0
6540,-1522.284,218.47598,7.633406,0,0,0.0,3,0,1068245,0x8B6C0CD4,1,24.994938,4,-1521.8423,190.35802,6.2481,Not in Vehicle,0.0
3743,-706.3281,716.10126,91.70518,0,0,0.0,3,0,628841,0x6BF561D1,1,9.647605,1,-715.80005,715.8583,88.7029,Not in Vehicle,0.0
3375,448.60193,259.29828,121.48808,0,0,0.0,3,0,1046727,0x6BF561D1,1,13.580271,1,438.22165,255.40286,129.33006,Not in Vehicle,0.0
5878,638.79846,-489.2965,112.4999,0,0,0.0,3,0,628841,0x6BF561D1,1,9.431611,3,630.6075,-488.92267,108.2741,Not in Vehicle,0.0
4527,642.684,-481.35312,111.28528,0,0,0.0,3,0,628841,0x6BF561D1,1,10.365845,1,645.4675,-490.82202,108.12004,Not in Vehicle,0.0
9195,60.560154,-234.64148,101.07929,0,0,0.0,3,0,1075114,0xFC6A70F8,1,10.279987,3,51.98498,-229.82011,98.82745,Not in Vehicle,0.0
569,-288.5355,-1962.7332,107.17487,1,0,0.0,3,0,1071245,0x5A1D7B4C,1,22.780737,3,-300.94788,-1943.7664,104.031845,Not in Vehicle,0.0
1500,-327.0523,1400.7783,104.3404,1,0,0.0,3,0,1068245,0x6BF561D1,1,5.016691,3,-322.9397,1401.9956,101.47997,Not in Vehicle,0.0
87,396.4281,664.99677,104.18703,1,0,0.0,4,0,628824,0xDFFE7978,1,2.124014,1,397.7055,665.5991,102.60057,Not in Vehicle,0.0
3960,239.87134,-765.26776,113.573204,1,0,0.0,3,0,1149869,0x4A22FC60,1,11.330407,16,253.56844,-753.75366,111.25793,Not in Vehicle,0.0
9081,139.3836,100.5143,104.47007,0,0,0.0,3,0,1068245,0xA7BB43AA,1,19.235563,3,131.9678,81.78831,101.57167,Not in Vehicle,0.0
5326,-1530.5554,395.2041,102.660965,0,0,0.0,3,0,1046713,0x6BF561D1,1,6.621458,3,-1524.5411,394.5566,100.14504,Not in Vehicle,0.0
2528,-1510.2239,199.06435,123.44968,0,1,0.0,3,0,628841,0x6BF561D1,1,10.002078,1,-1509.0908,208.65195,120.83532,Not in Vehicle,0.0
4450,644.0227,-476.5228,111.642525,1,0,0.0,3,0,628841,0x6BF561D1,1,11.628034,3,643.4748,-487.40387,108.39959,Not in Vehicle,0.0
1949,-1288.8906,-820.21796,106.31298,1,0,0.0,4,0,1075121,0xAAD6A3AD,1,7.002503,1,-1294.3174,-824.3604,104.75502,Not in Vehicle,0.0
1825,-234.86592,512.21423,105.09077,0,0,0.0,3,0,628824,0x6BF561D1,1,25.36618,4,-234.80179,487.0995,99.76797,Not in Vehicle,0.0
4138,-344.2157,1439.8596,119.171364,0,0,0.0,3,0,628842,0xA46327C1,1,26.012993,2,-326.48163,1427.7349,104.50273,Not in Vehicle,0.0
6029,655.2423,-490.5346,111.08262,0,0,0.0,3,0,628841,0x6BF561D1,1,11.593136,4,647.10406,-486.57492,108.12004,Not in Vehicle,0.0
6845,631.9037,-502.21967,112.07094,1,0,0.0,3,0,628841,0xA7BB43AA,1,17.753439,1,633.01605,-484.6921,109.48329,Not in Vehicle,0.0
8702,459.12314,199.6006,110.54823,0,0,0.0,3,0,525023,0x6BF561D1,1,0.0,16,457.39185,209.26808,107.48825,Not in Vehicle,0.0
7407,633.98285,-490.76093,111.51531,0,0,0.0,3,0,628841,0xB2B12B51,1,7.751092,1,632.5862,-483.52054,109.13487,Not in Vehicle,0.0
3413,272.00784,-715.365,112.80399,1,0,0.0,3,0,1071248,0x6BF561D1,1,4.749364,4,273.318,-712.25885,109.731926,Not in Vehicle,0.0
6035,637.9306,-491.06625,112.73251,0,0,0.0,3,0,628841,0xB2B12B51,1,8.904703,1,631.70276,-486.02017,108.85567,Not in Vehicle,0.0
2266,327.0448,68.82175,105.828735,0,0,0.0,3,0,628841,0xB2B12B51,1,12.294194,1,336.4482,76.55314,104.11158,Not in Vehicle,0.0
7936,633.931,-490.05426,112.18511,0,0,0.0,3,0,628841,0xB2B12B51,1,6.351393,1,639.3379,-487.99698,109.56335,Not in Vehicle,0.0
5552,632.9065,-482.16614,111.450676,0,0,0.0,3,0,628841,0x6BF561D1,1,4.056014,1,633.30505,-485.73593,109.5668,Not in Vehicle,0.0
5795,636.97626,-480.93454,111.4688,1,0,0.0,3,0,628841,0xB2B12B51,1,7.405549,1,643.3132,-478.9806,108.16841,Not in Vehicle,0.0
9336,639.96277,-485.50812,112.35981,0,0,0.0,3,0,628841,0x6BF561D1,1,7.383321,3,636.9742,-491.34583,108.76146,Not in Vehicle,0.0
6039,633.86774,-491.54364,113.24091,0,0,0.0,3,0,628841,0xB2B12B51,1,7.082987,1,633.7788,-485.49066,109.56205,Not in Vehicle,0.0
9800,-1286.5457,-1250.8046,111.89679,0,0,0.0,3,0,1066495,0x6BF561D1,1,18.814306,5,-1274.7573,-1235.0211,108.7716,Not in Vehicle,0.0
6194,642.6797,-480.6094,111.92462,0,0,0.0,3,0,628841,0x6BF561D1,1,5.916936,4,640.6649,-485.23306,109.56658,Not in Vehicle,0.0
4017,853.8379,-537.72925,110.82355,1,0,0.0,3,0,628841,0xFC6A70F8,1,24.533813,2,833.2891,-524.53925,108.40892,Not in Vehicle,0.0
9675,-247.40356,1256.8591,103.79968,0,0,0.0,5,0,1066495,0xC267B78A,1,4.34695,4,-250.54977,1257.4066,100.70558,Not in Vehicle,0.0
6745,-197.05493,93.61753,180.23747,0,0,0.0,3,0,525027,0xB2B12B51,1,18.464987,1,-189.38672,104.96054,184.07243,Not in Vehicle,0.0
1783,61.180603,-141.88603,100.37093,0,0,0.0,3,0,1075121,0x6BF561D1,1,6.673806,1,64.74835,-146.51189,97.14412,Not in Vehicle,0.0
4951,840.9946,-529.8237,111.605644,0,0,0.0,3,0,1047189,0x6BF561D1,1,9.816866,2,834.04407,-523.67114,108.41309,Not in Vehicle,0.0
264,-527.15826,-186.27594,102.85257,0,0,0.0,3,0,1046713,0x6BF561D1,1,6.47679,1,-523.3999,-189.73105,98.86623,Not in Vehicle,0.0
5957,666.8374,-680.90485,112.25642,1,0,0.0,3,0,628841,0x6BF561D1,1,8.493473,1,673.654,-684.4957,108.67865,Not in Vehicle,0.0
9880,655.588,-490.07156,110.404945,1,0,0.0,3,0,628841,0x6BF561D1,1,6.924337,4,650.44446,-487.34305,108.13227,Not in Vehicle,0.0
4359,646.97705,-487.61508,113.3237,0,0,0.0,3,0,628841,0x6BF561D1,1,10.442939,4,639.66815,-481.6084,109.115,Not in Vehicle,0.0
1105,-420.06445,177.4579,103.27154,1,0,0.0,3,0,1068245,0xFC6A70F8,1,7.151498,1,-415.14865,181.60965,100.15035,Not in Vehicle,0.0
